formula_id,formula_key,category,formula_type,db_expression,excel_book,excel_sheet,excel_cell,excel_formula,excel_value,verdict,note,diff_category,diff_note
875,10.9.1.1_ziel_target,renewable,ziel,Renewable_5_1_2 + Renewable_5_2 + Renewable_5_3,_S.xlsx,2. Erneuerbare,M241,"=SUMIF($AD$5:$AD$228,$AD241,M$5:M$228)","=SUMIF($AD$5:$AD$228,$AD241,M$5:M$228)",EQUIVALENT,SUMIF_VS_DIRECT: Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate),SUMIF_VS_DIRECT,Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate)
261,10.9.1.2,renewable,status,Renewable_6_1_1_2 + Renewable_6_1_2 + Renewable_6_2_2 + Renewable_6_2_1_2,_S.xlsx,2. Erneuerbare,L241,"=SUMIF($AD$5:$AD$228,$AD241,L$5:L$228)","=SUMIF($AD$5:$AD$228,$AD241,L$5:L$228)",EQUIVALENT,SUMIF_VS_DIRECT: Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate),SUMIF_VS_DIRECT,Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate)
876,10.9.1.2_ziel_target,renewable,ziel,Renewable_6_1_1_2 + Renewable_6_1_2 + Renewable_6_2_2 + Renewable_6_2_1_2,_S.xlsx,2. Erneuerbare,M241,"=SUMIF($AD$5:$AD$228,$AD241,M$5:M$228)","=SUMIF($AD$5:$AD$228,$AD241,M$5:M$228)",EQUIVALENT,SUMIF_VS_DIRECT: Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate),SUMIF_VS_DIRECT,Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate)
262,10.9.1.3,renewable,status,Renewable_4_3 + Renewable_4_4,_S.xlsx,2. Erneuerbare,L241,"=SUMIF($AD$5:$AD$228,$AD241,L$5:L$228)","=SUMIF($AD$5:$AD$228,$AD241,L$5:L$228)",EQUIVALENT,SUMIF_VS_DIRECT: Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate),SUMIF_VS_DIRECT,Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate)
877,10.9.1.3_ziel_target,renewable,ziel,Renewable_4_3 + Renewable_4_4,_S.xlsx,2. Erneuerbare,M241,"=SUMIF($AD$5:$AD$228,$AD241,M$5:M$228)","=SUMIF($AD$5:$AD$228,$AD241,M$5:M$228)",EQUIVALENT,SUMIF_VS_DIRECT: Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate),SUMIF_VS_DIRECT,Excel uses SUMIF aggregation; DB references a single code (likely the same aggregate)
874,10.9.1_ziel_target,renewable,ziel,Renewable_10_9_1_1 + Renewable_10_9_1_2 + Renewable_10_9_1_3,_S.xlsx,2. Erneuerbare,M48,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
873,10.9_ziel_target,renewable,ziel,CATEGORY: No calculation,_S.xlsx,2. Erneuerbare,M274,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
839,10_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M229,,,DB_EMPTY,DB formula expression is empty (input/fixed row),,
1,1.1,renewable,status,LandUse_LU_1.1,_S.xlsx,2. Erneuerbare,L6,=AP6,=AP6,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
216,1.1.1,renewable,status,Renewable_1_1_1_1_1 + Renewable_1_1_1_1_2 + Renewable_1_1_1_1 + Renewable_4_1_1_1_1 + Renewable_4_1_1_1_1_1 + Renewable_4_1_1_1_1_2 + Renewable_9_2_1_1_1_1,_S.xlsx,2. Erneuerbare,L7,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
217,1.1.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L8,=AT8,=AT8,DB_EMPTY,DB formula expression is empty (input/fixed row),,
218,1.1.1.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L9,=AT9,=AT9,DB_EMPTY,DB formula expression is empty (input/fixed row),,
825,1.1.1.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M9,"=IF(P9="""",AU9,P9)","=IF(P9="""",AU9,P9)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
2,1.1.1.1.2,renewable,status,Renewable_1_1 * (Renewable_1_1_1_1/100) * Renewable_1_1_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,L10,=L6*L8%*L9/1000,=L6*L8%*L9/1000,DIFFERENT,DB='renewable_1_1*(renewable_1_1_1_1/100)*renewable_1_1_1_1_1/1000' vs Excel='l6*l8%*l9/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
826,1.1.1.1.2_ziel_target,renewable,ziel,Renewable_1_1 * (Renewable_1_1_1_1/100) * Renewable_1_1_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,M10,=M6*M8%*M9/1000,=M6*M8%*M9/1000,DIFFERENT,DB='renewable_1_1*(renewable_1_1_1_1/100)*renewable_1_1_1_1_1/1000' vs Excel='m6*m8%*m9/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
824,1.1.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M8,"=IF(P8="""",AU8,P8)","=IF(P8="""",AU8,P8)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
823,1.1.1_ziel_target,renewable,ziel,Renewable_1_1_1_1_1 + Renewable_1_1_1_1_2 + Renewable_1_1_1_1 + Renewable_4_1_1_1_1 + Renewable_4_1_1_1_1_1 + Renewable_4_1_1_1_1_2 + Renewable_9_2_1_1_1_1,_S.xlsx,2. Erneuerbare,M7,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
219,1.1.2,renewable,status,Renewable_1_1_2_1 + Renewable_2_1_1_2_1 + Renewable_2_1_1_2_2 + Renewable_2_1_1_2_3 + Renewable_4_2_1_1_2_1 + Renewable_4_2_1_1_2_2 + Renewable_4_2_1_1_2_3 + Renewable_4_2_1_1_2_4,_S.xlsx,2. Erneuerbare,L12,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
3,1.1.2.1,renewable,status,100 - Renewable_1_1_1_1,_S.xlsx,2. Erneuerbare,L8,=AT8,=AT8,DIFFERENT,DB='100-renewable_1_1_1_1' vs Excel='at8',REAL_DIFF,DB_ops=- XL_ops=; investigate
220,1.1.2.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L9,=AT9,=AT9,DB_EMPTY,DB formula expression is empty (input/fixed row),,
829,1.1.2.1.1_target,renewable,ziel,Renewable_1_1_zeil *Renewable_1_1_2_1_zeil/100* Renewable_1_1_2_1_1_zeil,_S.xlsx,2. Erneuerbare,M9,"=IF(P9="""",AU9,P9)","=IF(P9="""",AU9,P9)",DIFFERENT,"DB='renewable_1_1_zeil*renewable_1_1_2_1_zeil/100*renewable_1_1_2_1_1_zeil' vs Excel='if(p9="""",au9,p9)'",REAL_DIFF,DB_ops=*/* XL_ops=; investigate
4,1.1.2.1.2,renewable,status,Renewable_1_1 * Renewable_1_1_2_1 / 100 * Renewable_1_1_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,L15,=L6*L13%*L14/1000,=L6*L13%*L14/1000,DIFFERENT,DB='renewable_1_1*renewable_1_1_2_1/100*renewable_1_1_2_1_1/1000' vs Excel='l6*l13%*l14/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
221,1.1.2.1.2.1,renewable,status,,_S.xlsx,2. Erneuerbare,L16,=AT16,=AT16,DB_EMPTY,DB formula expression is empty (input/fixed row),,
831,1.1.2.1.2.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M16,"=IF(P16="""",AU16,P16)","=IF(P16="""",AU16,P16)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
5,1.1.2.1.2.2,renewable,status,Renewable_1_1_2_1_2 / Renewable_1_1_2_1_2_1 * 1000,_S.xlsx,2. Erneuerbare,L17,=L15*1000/L16,=L15*1000/L16,DIFFERENT,DB='renewable_1_1_2_1_2/renewable_1_1_2_1_2_1*1000' vs Excel='l15*1000/l16',REAL_DIFF,DB_ops=/* XL_ops=*/; investigate
832,1.1.2.1.2.2_target,renewable,ziel,Renewable_1_1_2_1_2_ziel / Renewable_1_1_2_1_2_1_ziel * 1000,_S.xlsx,2. Erneuerbare,M17,=M15*1000/M16,=M15*1000/M16,DIFFERENT,DB='renewable_1_1_2_1_2_ziel/renewable_1_1_2_1_2_1_ziel*1000' vs Excel='m15*1000/m16',REAL_DIFF,DB_ops=/* XL_ops=*/; investigate
830,1.1.2.1.2_target,renewable,ziel,Renewable_1_1_ziel * Renewable_1_1_2_1_ziel / 100 * Renewable_1_1_2_1_1_ziel / 1000,_S.xlsx,2. Erneuerbare,M15,=M6*M13%*M14/1000,=M6*M13%*M14/1000,DIFFERENT,DB='renewable_1_1_ziel*renewable_1_1_2_1_ziel/100*renewable_1_1_2_1_1_ziel/1000' vs Excel='m6*m13%*m14/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
1269,1.1.2.1_target,renewable,ziel,100-Renewable_1_1_1_1_ziel,_S.xlsx,2. Erneuerbare,M8,"=IF(P8="""",AU8,P8)","=IF(P8="""",AU8,P8)",DIFFERENT,"DB='100-renewable_1_1_1_1_ziel' vs Excel='if(p8="""",au8,p8)'",REAL_DIFF,DB_ops=- XL_ops=; investigate
828,1.1.2.1_ziel_target,renewable,ziel,100 - AnteilThermie,_S.xlsx,2. Erneuerbare,M8,"=IF(P8="""",AU8,P8)","=IF(P8="""",AU8,P8)",DIFFERENT,"DB='100-anteilthermie' vs Excel='if(p8="""",au8,p8)'",REAL_DIFF,DB_ops=- XL_ops=; investigate
827,1.1.2_ziel_target,renewable,ziel,Renewable_1_1_2_1 + Renewable_2_1_1_2_1 + Renewable_2_1_1_2_2 + Renewable_2_1_1_2_3 + Renewable_4_2_1_1_2_1 + Renewable_4_2_1_1_2_2 + Renewable_4_2_1_1_2_3 + Renewable_4_2_1_1_2_4,_S.xlsx,2. Erneuerbare,M12,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
1036,11.3,renewable,status,Renewable_11_1+ Renewable_11_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1037,11.3_target,renewable,ziel,Renewable_11_1+Renewable_11_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
1121,11.4,renewable,status,Renewable_11_1+Renewable_11_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
822,1.1_ziel_target,renewable,ziel,LandUse_LU_1.1,_S.xlsx,2. Erneuerbare,M6,"=IF(P6="""",AQ6,P6)","=IF(P6="""",AQ6,P6)",EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
6,1.2,renewable,status,LandUse_LU_2.1,_S.xlsx,2. Erneuerbare,L19,=AP19,=AP19,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
1186,12,renewable,status,Renewable_11_1+Renewable_11_2,,,,,,NO_EXCEL_CELL_DOCUMENTED,CHAINED_OOS — resolved via renewable_to_excel.csv which has no mapping for code. Likely a summary/chapter formula row (upstream aggregate).,,
7,1.2.1,renewable,status,Renewable_1_1_2_1_1 + Renewable_1_1_2_1_2 + Renewable_1_2_1_1 + Renewable_1_2_1_2 + Renewable_4_1_2_1_1 + Renewable_4_1_2_1_2,_S.xlsx,2. Erneuerbare,L12,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
222,1.2.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L9,=AT9,=AT9,DB_EMPTY,DB formula expression is empty (input/fixed row),,
835,1.2.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M9,"=IF(P9="""",AU9,P9)","=IF(P9="""",AU9,P9)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
8,1.2.1.2,renewable,status,LandUse_LU_2.1 * Renewable_1_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,L15,=L6*L13%*L14/1000,=L6*L13%*L14/1000,DIFFERENT,DB='landuse_lu_2.1*renewable_1_2_1_1/1000' vs Excel='l6*l13%*l14/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
223,1.2.1.2.1,renewable,status,,_S.xlsx,2. Erneuerbare,L16,=AT16,=AT16,DB_EMPTY,DB formula expression is empty (input/fixed row),,
837,1.2.1.2.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M16,"=IF(P16="""",AU16,P16)","=IF(P16="""",AU16,P16)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
9,1.2.1.2.2,renewable,status,Renewable_1_2_1_2 / Renewable_1_2_1_2_1 * 1000,_S.xlsx,2. Erneuerbare,L17,=L15*1000/L16,=L15*1000/L16,DIFFERENT,DB='renewable_1_2_1_2/renewable_1_2_1_2_1*1000' vs Excel='l15*1000/l16',REAL_DIFF,DB_ops=/* XL_ops=*/; investigate
838,1.2.1.2.2_ziel_target,renewable,ziel,Renewable_1_2_1_2 / Renewable_1_2_1_2_1 * 1000,_S.xlsx,2. Erneuerbare,M17,=M15*1000/M16,=M15*1000/M16,DIFFERENT,DB='renewable_1_2_1_2/renewable_1_2_1_2_1*1000' vs Excel='m15*1000/m16',REAL_DIFF,DB_ops=/* XL_ops=*/; investigate
836,1.2.1.2_ziel_target,renewable,ziel,LandUse_LU_2.1 * Renewable_1_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,M15,=M6*M13%*M14/1000,=M6*M13%*M14/1000,DIFFERENT,DB='landuse_lu_2.1*renewable_1_2_1_1/1000' vs Excel='m6*m13%*m14/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
834,1.2.1_ziel_target,renewable,ziel,Renewable_1_1_2_1_1 + Renewable_1_1_2_1_2 + Renewable_1_2_1_1 + Renewable_1_2_1_2 + Renewable_4_1_2_1_1 + Renewable_4_1_2_1_2,_S.xlsx,2. Erneuerbare,M12,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
833,1.2_target,renewable,ziel,LandUse_LU_2.1_ziel,_S.xlsx,2. Erneuerbare,M19,"=IF(P19="""",AQ19,P19)","=IF(P19="""",AQ19,P19)",EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
821,1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M5,,,DB_EMPTY,DB formula expression is empty (input/fixed row),,
263,2.1,renewable,status,Renewable_6_2_1_1 + Renewable_6_2_1_2 + Renewable_1_1_2_1_1 + Renewable_1_1_2_1_2 + Renewable_1_2_1_1 + Renewable_1_2_1_2 + Renewable_4_1_2_1_1 + Renewable_4_1_2_1_2 + Renewable_2_2_1_1 + Renewable_2_2_1_2 + Renewable_2_1_1 + Renewable_4_2_1_1 + Renewable_9_2_1_1 + Renewable_9_2_1_2 + Renewable_9_2_1_3 + Renewable_9_2_1_4 + Renewable_9_2_1_5,_S.xlsx,2. Erneuerbare,L27,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
10,2.1.1,renewable,status,LandUse_LU_6,_S.xlsx,2. Erneuerbare,L28,=AP28,=AP28,EQUIVALENT,"Both are single-variable references (DB uses code name, Excel uses cell ref)",,
264,2.1.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L29,=AT29,=AT29,DB_EMPTY,DB formula expression is empty (input/fixed row),,
880,2.1.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M29,"=IF(P29="""",AU29,P29)","=IF(P29="""",AU29,P29)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
11,2.1.1.2,renewable,status,Renewable_2_1_1 / Renewable_2_1_1_1,_S.xlsx,2. Erneuerbare,L17,=L15*1000/L16,=L15*1000/L16,DIFFERENT,DB='renewable_2_1_1/renewable_2_1_1_1' vs Excel='l15*1000/l16',REAL_DIFF,DB_ops=/ XL_ops=*/; investigate
265,2.1.1.2.1,renewable,status,,_S.xlsx,2. Erneuerbare,L16,=AT16,=AT16,DB_EMPTY,DB formula expression is empty (input/fixed row),,
882,2.1.1.2.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M16,"=IF(P16="""",AU16,P16)","=IF(P16="""",AU16,P16)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
12,2.1.1.2.2,renewable,status,Renewable_2_1_1_2 * Renewable_2_1_1_2_1 / 1000,_S.xlsx,2. Erneuerbare,L15,=L6*L13%*L14/1000,=L6*L13%*L14/1000,DIFFERENT,DB='renewable_2_1_1_2*renewable_2_1_1_2_1/1000' vs Excel='l6*l13%*l14/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
883,2.1.1.2.2_ziel_target,renewable,ziel,Renewable_2_1_1_2 * Renewable_2_1_1_2_1 / 1000,_S.xlsx,2. Erneuerbare,M15,=M6*M13%*M14/1000,=M6*M13%*M14/1000,DIFFERENT,DB='renewable_2_1_1_2*renewable_2_1_1_2_1/1000' vs Excel='m6*m13%*m14/1000',REAL_DIFF,DB_ops=*/ XL_ops=**/; investigate
13,2.1.1.2.3,renewable,status,Renewable_2_1_1_2_2 * 1000 / Renewable_2_1_1,_S.xlsx,2. Erneuerbare,L9,=AT9,=AT9,DIFFERENT,DB='renewable_2_1_1_2_2*1000/renewable_2_1_1' vs Excel='at9',REAL_DIFF,DB_ops=*/ XL_ops=; investigate
884,2.1.1.2.3_ziel_target,renewable,ziel,Renewable_2_1_1_2_2 * 1000 / Renewable_2_1_1,_S.xlsx,2. Erneuerbare,M9,"=IF(P9="""",AU9,P9)","=IF(P9="""",AU9,P9)",DIFFERENT,"DB='renewable_2_1_1_2_2*1000/renewable_2_1_1' vs Excel='if(p9="""",au9,p9)'",REAL_DIFF,DB_ops=*/ XL_ops=; investigate
881,2.1.1.2_ziel_target,renewable,ziel,Renewable_2_1_1 / Renewable_2_1_1_1,_S.xlsx,2. Erneuerbare,M17,=M15*1000/M16,=M15*1000/M16,DIFFERENT,DB='renewable_2_1_1/renewable_2_1_1_1' vs Excel='m15*1000/m16',REAL_DIFF,DB_ops=/ XL_ops=*/; investigate
879,2.1.1_ziel_target,renewable,ziel,LandUse_LU_6,_S.xlsx,2. Erneuerbare,M28,"=IF(P28="""",AQ28,P28)","=IF(P28="""",AQ28,P28)",EQUIVALENT,"CELLREF_VS_TOKEN: Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs",CELLREF_VS_TOKEN,"Same operator sequence; DB uses Python tokens (Renewable_X), Excel uses cell refs"
878,2.1_ziel_target,renewable,ziel,Renewable_6_2_1_1 + Renewable_6_2_1_2 + Renewable_1_1_2_1_1 + Renewable_1_1_2_1_2 + Renewable_1_2_1_1 + Renewable_1_2_1_2 + Renewable_4_1_2_1_1 + Renewable_4_1_2_1_2 + Renewable_2_2_1_1 + Renewable_2_2_1_2 + Renewable_2_1_1 + Renewable_4_2_1_1 + Renewable_9_2_1_1 + Renewable_9_2_1_2 + Renewable_9_2_1_3 + Renewable_9_2_1_4 + Renewable_9_2_1_5,_S.xlsx,2. Erneuerbare,M27,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
266,2.2,renewable,status,Renewable_2_2_1,_S.xlsx,2. Erneuerbare,L34,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
267,2.2.1,renewable,status,,_S.xlsx,2. Erneuerbare,L35,=AT35,=AT35,DB_EMPTY,DB formula expression is empty (input/fixed row),,
268,2.2.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L16,=AT16,=AT16,DB_EMPTY,DB formula expression is empty (input/fixed row),,
887,2.2.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M16,"=IF(P16="""",AU16,P16)","=IF(P16="""",AU16,P16)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
14,2.2.1.2,renewable,status,Renewable_2_2_1 * Renewable_2_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,L37,=L35*L36/1000,=L35*L36/1000,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
269,2.2.1.2.1,renewable,status,,_S.xlsx,2. Erneuerbare,L38,=AT38,=AT38,DB_EMPTY,DB formula expression is empty (input/fixed row),,
889,2.2.1.2.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M38,"=IF(P38="""",AU38,P38)","=IF(P38="""",AU38,P38)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
270,2.2.1.2.2,renewable,status,,_S.xlsx,2. Erneuerbare,L39,=AO39,=AO39,DB_EMPTY,DB formula expression is empty (input/fixed row),,
890,2.2.1.2.2_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M39,"=IF(P39="""",AP39,P39)","=IF(P39="""",AP39,P39)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
15,2.2.1.2.3,renewable,status,Renewable_2_2_1_2 / Renewable_2_2_1_2_1 * Renewable_2_2_1_2_2,_S.xlsx,2. Erneuerbare,L40,=L37/L38*L39,=L37/L38*L39,EQUIVALENT,"Same structural shape '/*'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
891,2.2.1.2.3_ziel_target,renewable,ziel,Renewable_2_2_1_2 / Renewable_2_2_1_2_1 * Renewable_2_2_1_2_2,_S.xlsx,2. Erneuerbare,M40,=M37/M38*M39,=M37/M38*M39,EQUIVALENT,"Same structural shape '/*'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
888,2.2.1.2_ziel_target,renewable,ziel,Renewable_2_2_1 * Renewable_2_2_1_1 / 1000,_S.xlsx,2. Erneuerbare,M37,=M35*M36/1000,=M35*M36/1000,EQUIVALENT,"Same structural shape '*/'; different variable names (DB uses Python-style tokens, Excel uses cell refs)",,
886,2.2.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M35,"=IF(P35="""",AU35,P35)","=IF(P35="""",AU35,P35)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
885,2.2_ziel_target,renewable,ziel,Renewable_2_2_1,_S.xlsx,2. Erneuerbare,M34,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
271,3.,renewable,status,Renewable_5_4_3_1 + Renewable_5_4_3_2 + Renewable_6_1_3_1 + Renewable_6_1_3_1_1 + Renewable_6_1_3_2 + Renewable_6_1_3_2_1 + Renewable_6_1_3_2_2 + Renewable_6_1_3_2_3 + Renewable_6_1_3_2_4 + Renewable_10_3_1 + Renewable_4_1_3_1 + Renewable_4_1_3_2 + Renewable_4_1_3_3 + Renewable_4_1_3_4 + Renewable_3_1 + Renewable_3_1_1 + Renewable_3_1_1_1 + Renewable_3_1_1_2 + Renewable_4_3_1 + Renewable_4_3_2 + Renewable_4_3_3 + Renewable_4_3_3_1 + Renewable_4_3_3_2 + Renewable_4_3_3_3 + Renewable_4_3_3_4 + Renewable_4_3_4 + Renewable_4_3_4_1 + Renewable_4_3_4_2 + Renewable_9_3_1_1 + Renewable_9_3_3 + Renewable_9_4_3_2 + Renewable_9_2_1_3_1 + Renewable_9_2_1_3_2 + Renewable_9_3_1 + Renewable_9_3_1_2 + Renewable_9_3_2 + Renewable_9_3_2_1 + Renewable_9_3_4 + Renewable_9_4_3_1 + Renewable_9_4_3_3 + Renewable_7_1_4_3_1 + Renewable_7_1_4_3_2 + Renewable_7_1_4_3_3 + Renewable_7_1_4_3_4,_S.xlsx,2. Erneuerbare,L42,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
272,3.1,renewable,status,,_S.xlsx,2. Erneuerbare,L43,=AP43,=AP43,DB_EMPTY,DB formula expression is empty (input/fixed row),,
273,3.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L44,=AT44,=AT44,DB_EMPTY,DB formula expression is empty (input/fixed row),,
274,3.1.1.1,renewable,status,,_S.xlsx,2. Erneuerbare,L45,=AT45,=AT45,DB_EMPTY,DB formula expression is empty (input/fixed row),,
895,3.1.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M45,"=IF(P45="""",AU45,P45)","=IF(P45="""",AU45,P45)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
16,3.1.1.2,renewable,status,Renewable_3_1 * Renewable_3_1_1 / 100 * Renewable_3_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,L15,=L6*L13%*L14/1000,=L6*L13%*L14/1000,DIFFERENT,DB='renewable_3_1*renewable_3_1_1/100*renewable_3_1_1_1/1000' vs Excel='l6*l13%*l14/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
896,3.1.1.2_ziel_target,renewable,ziel,Renewable_3_1 * Renewable_3_1_1 / 100 * Renewable_3_1_1_1 / 1000,_S.xlsx,2. Erneuerbare,M15,=M6*M13%*M14/1000,=M6*M13%*M14/1000,DIFFERENT,DB='renewable_3_1*renewable_3_1_1/100*renewable_3_1_1_1/1000' vs Excel='m6*m13%*m14/1000',REAL_DIFF,DB_ops=*/*/ XL_ops=**/; investigate
894,3.1.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M44,"=IF(P44="""",AU44,P44)","=IF(P44="""",AU44,P44)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
893,3.1_ziel_target,renewable,ziel,,_S.xlsx,2. Erneuerbare,M43,"=IF(P43="""",AQ43,P43)","=IF(P43="""",AQ43,P43)",DB_EMPTY,DB formula expression is empty (input/fixed row),,
892,3._ziel_target,renewable,ziel,Renewable_5_4_3_1 + Renewable_5_4_3_2 + Renewable_6_1_3_1 + Renewable_6_1_3_1_1 + Renewable_6_1_3_2 + Renewable_6_1_3_2_1 + Renewable_6_1_3_2_2 + Renewable_6_1_3_2_3 + Renewable_6_1_3_2_4 + Renewable_10_3_1 + Renewable_4_1_3_1 + Renewable_4_1_3_2 + Renewable_4_1_3_3 + Renewable_4_1_3_4 + Renewable_3_1 + Renewable_3_1_1 + Renewable_3_1_1_1 + Renewable_3_1_1_2 + Renewable_4_3_1 + Renewable_4_3_2 + Renewable_4_3_3 + Renewable_4_3_3_1 + Renewable_4_3_3_2 + Renewable_4_3_3_3 + Renewable_4_3_3_4 + Renewable_4_3_4 + Renewable_4_3_4_1 + Renewable_4_3_4_2 + Renewable_9_3_1_1 + Renewable_9_3_3 + Renewable_9_4_3_2 + Renewable_9_2_1_3_1 + Renewable_9_2_1_3_2 + Renewable_9_3_1 + Renewable_9_3_1_2 + Renewable_9_3_2 + Renewable_9_3_2_1 + Renewable_9_3_4 + Renewable_9_4_3_1 + Renewable_9_4_3_3 + Renewable_7_1_4_3_1 + Renewable_7_1_4_3_2 + Renewable_7_1_4_3_3 + Renewable_7_1_4_3_4,_S.xlsx,2. Erneuerbare,M42,,,NO_EXCEL_FORMULA,Excel cell has no formula AND no cached value,,
